title,artist,streams,id,image,preview,popularity,url,release_date,artistId,rap,pop,rock,edm,latin,kpop,country
Bad Husband,Eminem,7030061,3GOjD8hwXOxbTF3apTqSqX,https://i.scdn.co/image/ab67616d0000b273dee6b58d35215322626b5701,https://p.scdn.co/mp3-preview/903025e5ca75109f1f7195ba1cf057a7c069447a?cid=e06033cb82944a2fabf676f565716d87,54.0,https://open.spotify.com/track/3GOjD8hwXOxbTF3apTqSqX,2017-12-15,7dGJo4pcD2V6oG8kP0tJRR,True,,,,,,
Guts Over Fear,Eminem,7029198,0VZs2OQq4axr8GFRdC9nyD,https://i.scdn.co/image/ab67616d0000b273634a66c2cb9778594a5c771a,https://p.scdn.co/mp3-preview/ca58a286e5df9ad2e3e5c3d8f44846d0edc2d59c?cid=e06033cb82944a2fabf676f565716d87,52.0,https://open.spotify.com/track/0VZs2OQq4axr8GFRdC9nyD,2014-08-25,7dGJo4pcD2V6oG8kP0tJRR,True,,,,,,
Barulho Do Foguete - Ao Vivo,Zé Neto & Cristiano,7018607,42JNab8NPeCADJ9D3Cl5wS,https://i.scdn.co/image/ab67616d0000b27339833b5940945cf013e8406c,https://p.scdn.co/mp3-preview/82a1dd3fba91e0f631df43e597579dfc3a032592?cid=e06033cb82944a2fabf676f565716d87,87.0,https://open.spotify.com/track/42JNab8NPeCADJ9D3Cl5wS,2023-06-22,487N2T9nIPEHrlTZLL3SQs,,,,,,,
Chunky,Bruno Mars,7015640,0mBKv9DkYfQHjdMcw2jdyI,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,https://p.scdn.co/mp3-preview/cb1271bde07433fa99a73e11763003a1116722c5?cid=e06033cb82944a2fabf676f565716d87,71.0,https://open.spotify.com/track/0mBKv9DkYfQHjdMcw2jdyI,2016-11-17,0du5cEVh5yTK9QJze8zA0C,,True,,True,,,
On The Radar Freestyle,Drake,7013466,1L0OmJV0LnPDWuHCIGmBV6,https://i.scdn.co/image/ab67616d0000b2737f028c5cb134c02ee497eaf6,https://p.scdn.co/mp3-preview/2056dcb0d4a589f38b9faf3788b15032dd241408?cid=e06033cb82944a2fabf676f565716d87,77.0,https://open.spotify.com/track/1L0OmJV0LnPDWuHCIGmBV6,2023-07-26,3TVXtAsR1Inumwj472S9r4,True,True,,,,,
Yuck,Logic,7013230,0D5CXSUx8GOCHSY8KWgi9h,https://i.scdn.co/image/ab67616d0000b273e19b1b51cdd35051e17cf6dc,https://p.scdn.co/mp3-preview/5c7a3010a26e2d0dab0006c78ae2d64a728c2803?cid=e06033cb82944a2fabf676f565716d87,49.0,https://open.spotify.com/track/0D5CXSUx8GOCHSY8KWgi9h,2018-03-09,4xRYI6VqpkE3UwrDrAZL8L,True,True,,,,,
PICK UP,DaBaby,6996829,5gNOINI5dXZVom2b36LMOd,https://i.scdn.co/image/ab67616d0000b27320e08c8cc23f404d723b5647,https://p.scdn.co/mp3-preview/7e853d0bd28f20ba9a85175b712d86bac7665313?cid=e06033cb82944a2fabf676f565716d87,58.0,https://open.spotify.com/track/5gNOINI5dXZVom2b36LMOd,2020-04-17,4r63FhuTkUYltbVAg5TQnk,True,True,,,,,
Overdue,Metro Boomin,6989120,6LyAwkJsHlW7RQ8S1cYAtM,https://i.scdn.co/image/ab67616d0000b2732887f8c05b5a9f1cb105be29,https://p.scdn.co/mp3-preview/68bf9014188a2e17be768f85083b65835847a3ef?cid=e06033cb82944a2fabf676f565716d87,82.0,https://open.spotify.com/track/6LyAwkJsHlW7RQ8S1cYAtM,2018-11-06,0iEtIxbK0KxaSlF7G42ZOp,True,,,,,,
Peace & Love,Charlie Charles,6983414,4BGmYEDOK1swwoxTtfmVZD,https://i.scdn.co/image/ab67616d0000b273f946a6653fa2b477922bc11a,https://p.scdn.co/mp3-preview/38d2dcc465ed5e558112bb473d36820a9c5b868c?cid=e06033cb82944a2fabf676f565716d87,61.0,https://open.spotify.com/track/4BGmYEDOK1swwoxTtfmVZD,2018-05-04,1UCxzrM5WJh9ure5vCcsim,True,True,,,,,
Amor Falso,Aldair Playboy,6981926,00zzSEe82JTtz68XlARnh7,https://i.scdn.co/image/ab67616d0000b273432b80033d3411f4d9d7b718,https://p.scdn.co/mp3-preview/92b3ca47c2c3fc1673e219f1afabb0e4651832ca?cid=e06033cb82944a2fabf676f565716d87,51.0,https://open.spotify.com/track/00zzSEe82JTtz68XlARnh7,2018-03-23,6LjdKBMnP1Da8Oe6WhrN56,,,,,,,
Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,6979716,421eObjg0DTm2qajJl5OJm,https://i.scdn.co/image/ab67616d0000b2735929af1edd645142df679910,https://p.scdn.co/mp3-preview/ec5d2c6295c1579e58090b4d27308e2c6786fc41?cid=e06033cb82944a2fabf676f565716d87,67.0,https://open.spotify.com/track/421eObjg0DTm2qajJl5OJm,2019-11-15,20JZFwl6HVl6yg8a4H3ZqK,,True,True,,,,
KEIN SCHLAF,Nimo,6978455,1B89LtaW92jj4AqT7OZ0Fj,https://i.scdn.co/image/ab67616d0000b2731395f0666abf66cd16d3c817,https://p.scdn.co/mp3-preview/bd24e1dae3cf4d5ed760b9be220f6111265952d9?cid=e06033cb82944a2fabf676f565716d87,56.0,https://open.spotify.com/track/1B89LtaW92jj4AqT7OZ0Fj,2019-12-19,3ZuBEj9ppJe8GSdKaMTfMN,True,,,,,,
Halls na Língua,Kadu Martins,6976578,4pWsXhLUdtBKlw9npIXZAl,https://i.scdn.co/image/ab67616d0000b273a97fd0547fb0255ebce3fa95,https://p.scdn.co/mp3-preview/794b363d2cb0b58d9dbb1bfc59c4c410362cf976?cid=e06033cb82944a2fabf676f565716d87,80.0,https://open.spotify.com/track/4pWsXhLUdtBKlw9npIXZAl,2023-03-24,57VQCKnZ9nhS7bvoviXuZK,,,,,,,
Deep Pockets,Drake,6967764,3IvMYBE7A3c7to1aEcfFJk,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,https://p.scdn.co/mp3-preview/6563fd67538b6632c9627285a6e1c8469fbbef34?cid=e06033cb82944a2fabf676f565716d87,58.0,https://open.spotify.com/track/3IvMYBE7A3c7to1aEcfFJk,2020-05-01,3TVXtAsR1Inumwj472S9r4,True,True,,,,,
18,One Direction,6967600,3JjnGLK8IxkNLvo8Lb3KOM,https://i.scdn.co/image/ab67616d0000b273d304ba2d71de306812eebaf4,https://p.scdn.co/mp3-preview/b64e83597557028b2802cba7799ba6fa365e9b14?cid=e06033cb82944a2fabf676f565716d87,82.0,https://open.spotify.com/track/3JjnGLK8IxkNLvo8Lb3KOM,2014-11-17,4AK6F7OLvEQ5QYCBNiQWHq,,True,,,,,
Enigma,Lady Gaga,6967047,7JDbfYUHjDzQPFSDh5lzGs,https://i.scdn.co/image/ab67616d0000b2736040effba89b9b00a6f6743a,https://p.scdn.co/mp3-preview/450b159e854d3cd7cc58276dd3e1a57ba2bf5581?cid=e06033cb82944a2fabf676f565716d87,54.0,https://open.spotify.com/track/7JDbfYUHjDzQPFSDh5lzGs,2020-05-29,1HY2Jd0NmPuamShAr6KMms,,True,,True,,,
Meet Me in the Hallway,Harry Styles,6966454,4u9Y4Z9i9VaAbBK7rW1Rha,https://i.scdn.co/image/ab67616d0000b2736c619c39c853f8b1d67b7859,https://p.scdn.co/mp3-preview/f55ef9e7ce40a5e1eadf453d374dae660e30e32e?cid=e06033cb82944a2fabf676f565716d87,69.0,https://open.spotify.com/track/4u9Y4Z9i9VaAbBK7rW1Rha,2017-05-12,6KImCVD70vtIoJWnq6nGn3,,True,,,,,
MASSA,"Tyler, The Creator",6958729,2goHCrsDJaflEwQ930ef0o,https://i.scdn.co/image/ab67616d0000b273696b4e67423edd64784bfbb4,https://p.scdn.co/mp3-preview/10c1735981c61a06f652c747f17b5073e6f36332?cid=e06033cb82944a2fabf676f565716d87,61.0,https://open.spotify.com/track/2goHCrsDJaflEwQ930ef0o,2021-06-25,4V8LLVI7PbaPR0K2TGSxFF,True,,,,,,
Girls Like Us,Zoe Wees,6944174,5SFXOMJJ334Wn2PwBHeRZN,https://i.scdn.co/image/ab67616d0000b2733ef0781922e2dfb0679237ca,https://p.scdn.co/mp3-preview/520382e592094f7fbd3b12c4feccf5a2984dcc8a?cid=e06033cb82944a2fabf676f565716d87,64.0,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN,2021-01-12,03d2mJXSMtuPI0nIvLnhoS,,True,,,,,
Ew,Joji,6936305,7xcUWyLh6fIMsYjoVI7NnZ,https://i.scdn.co/image/ab67616d0000b27353f6fa0d2589c6a7174f4b81,https://p.scdn.co/mp3-preview/b871936cddfd66d396c29155b802b8fc8764962c?cid=e06033cb82944a2fabf676f565716d87,69.0,https://open.spotify.com/track/7xcUWyLh6fIMsYjoVI7NnZ,2020-09-25,3MZsBdqDrRTJihTHQrO6Dq,,True,,,,,
Sine From Above,Lady Gaga,6929621,0zzsyWc45eUcSjw4FNHxeN,https://i.scdn.co/image/ab67616d0000b2736040effba89b9b00a6f6743a,https://p.scdn.co/mp3-preview/61b055d4d4fe32fc2f0470b0bf121b328d9083e5?cid=e06033cb82944a2fabf676f565716d87,54.0,https://open.spotify.com/track/0zzsyWc45eUcSjw4FNHxeN,2020-05-29,1HY2Jd0NmPuamShAr6KMms,,True,,True,,,
When To Say When,Drake,6928391,5TCBWmEBrin7etRa4Lswr1,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,https://p.scdn.co/mp3-preview/57ee7300fb693f7e55c07f1a6fdbfccd0bb7861e?cid=e06033cb82944a2fabf676f565716d87,61.0,https://open.spotify.com/track/5TCBWmEBrin7etRa4Lswr1,2020-05-01,3TVXtAsR1Inumwj472S9r4,True,True,,,,,
War,Drake,6912399,1I55Ea0zVoSKs6MqW7DQ3i,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,https://p.scdn.co/mp3-preview/7a198e0dd948adf6d1b6266d9d421e583f3da8ad?cid=e06033cb82944a2fabf676f565716d87,65.0,https://open.spotify.com/track/1I55Ea0zVoSKs6MqW7DQ3i,2020-05-01,3TVXtAsR1Inumwj472S9r4,True,True,,,,,
Man Made A Bar,Morgan Wallen,6909747,73zawW1ttszLRgT9By826D,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,https://p.scdn.co/mp3-preview/d87ebc690f5f825e36e3fad23418e349b06deaf1?cid=e06033cb82944a2fabf676f565716d87,79.0,https://open.spotify.com/track/73zawW1ttszLRgT9By826D,2023-03-03,4oUHIQIBe0LHzYfvXNW4QM,,,,,,,True
I Miss You,Grey,6905815,53kmwsQcr6R3aBdhRMQqe0,https://i.scdn.co/image/ab67616d0000b273b0f23e5796e2caa3891e82b9,https://p.scdn.co/mp3-preview/2ed7a031418b7fba403f73fd7be09bdb106120a1?cid=e06033cb82944a2fabf676f565716d87,36.0,https://open.spotify.com/track/53kmwsQcr6R3aBdhRMQqe0,2017-01-13,4lDBihdpMlOalxy1jkUbPl,,True,,True,,,
Rose Colored Lenses,Miley Cyrus,6904150,1nSfvLVhsozMHS7rCF1BTi,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5,https://p.scdn.co/mp3-preview/ca6c583820a2b964d4bed1b9ac8e801a17933b9e?cid=e06033cb82944a2fabf676f565716d87,69.0,https://open.spotify.com/track/1nSfvLVhsozMHS7rCF1BTi,2023-08-18,5YGY8feqx7naU7z4HrwZM6,,True,,,,,
Liability,Drake,6901626,2vy9Ry1TNjCD85TiCbTz0r,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,https://p.scdn.co/mp3-preview/a653a5ef18160f8e78fd70eb47f4defe01f8d7fe?cid=e06033cb82944a2fabf676f565716d87,62.0,https://open.spotify.com/track/2vy9Ry1TNjCD85TiCbTz0r,2022-06-17,3TVXtAsR1Inumwj472S9r4,True,True,,,,,
Still Learning,Halsey,6894580,2Mfv5HaqnI18Q9JRv9hqnn,https://i.scdn.co/image/ab67616d0000b2737636e1c9e67eaafc9f49aefd,https://p.scdn.co/mp3-preview/128a08bf3e6cdb1bab741c186616425bc49528c5?cid=e06033cb82944a2fabf676f565716d87,55.0,https://open.spotify.com/track/2Mfv5HaqnI18Q9JRv9hqnn,2020-01-17,26VFTg2z8YR0cCuwLzESi2,,True,,True,,,
Supastars,Migos,6888828,7yt6eiZQCkVFEzwGp4Pbor,https://i.scdn.co/image/ab67616d0000b2739c188c494d8bfaf895411890,https://p.scdn.co/mp3-preview/6636afa63fd6f7add18ef50b4223c988f5f29713?cid=e06033cb82944a2fabf676f565716d87,53.0,https://open.spotify.com/track/7yt6eiZQCkVFEzwGp4Pbor,2018-01-26,6oMuImdp5ZcFhWP0ESe6mG,True,True,,,,,
Ya Supérame (En Vivo),Grupo Firme,6870035,6HIIuuUIEzH1meVdGbMXyf,https://i.scdn.co/image/ab67616d0000b2734110d023050ec5bfafb2720d,https://p.scdn.co/mp3-preview/7592490c229af2441c564d2c49eef8632919c2ed?cid=e06033cb82944a2fabf676f565716d87,78.0,https://open.spotify.com/track/6HIIuuUIEzH1meVdGbMXyf,2021-08-13,1dKdetem2xEmjgvyymzytS,,,,,,,
Harami,Samra,6849426,5xIODxqlpUnRVA9ewZUCug,https://i.scdn.co/image/ab67616d0000b27372b3a06454f1c199ba992ddb,https://p.scdn.co/mp3-preview/035f506302fd9e12c247e0b72f86e88c8f4a154e?cid=e06033cb82944a2fabf676f565716d87,50.0,https://open.spotify.com/track/5xIODxqlpUnRVA9ewZUCug,2019-04-05,6h1s4i4XKIYv4ErDelLDN0,True,,,,,,
Run This Town,JAY-Z,6847894,7LR85XLWw2yXqKBSI5brbG,https://i.scdn.co/image/ab67616d0000b273fec1b815bb3c50a64a90fd10,https://p.scdn.co/mp3-preview/82980f868b2a260cdb3e72758f3bc98e7e69bf42?cid=e06033cb82944a2fabf676f565716d87,82.0,https://open.spotify.com/track/7LR85XLWw2yXqKBSI5brbG,2009-09-08,3nFkdlSjzX9mRTtwJOzDYB,True,True,,,,,
VAMPIROS,ROSALÍA,6843444,3Eax1yebRxj6LSYpxE9Yd3,https://i.scdn.co/image/ab67616d0000b2734d6cf0d0d5e32ca4fa3a59e1,https://p.scdn.co/mp3-preview/44d3602b83e3a7cd32a19f25734a9de36358f740?cid=e06033cb82944a2fabf676f565716d87,72.0,https://open.spotify.com/track/3Eax1yebRxj6LSYpxE9Yd3,2023-03-24,7ltDVBr6mKbRvohxheJ9h1,True,True,,,True,,
LET IT GO,DJ Khaled,6842674,1cEhrSF6EylAEqdhUGuNpX,https://i.scdn.co/image/ab67616d0000b273dcd4d70294f17175991ba1bb,https://p.scdn.co/mp3-preview/bb82f9c4fa544bf989150c378a2bebf444063651?cid=e06033cb82944a2fabf676f565716d87,63.0,https://open.spotify.com/track/1cEhrSF6EylAEqdhUGuNpX,2021-04-30,0QHgL1lAIqAw0HtD7YldmP,True,True,,,,,
Best Friend,Young Thug,6833107,33JcUj9qQDayKswunZP9ar,https://i.scdn.co/image/ab67616d0000b273bd29e861f5f985a1bbe50ff9,https://p.scdn.co/mp3-preview/dc87cea800303c6cebc9070a893cf53a72756d06?cid=e06033cb82944a2fabf676f565716d87,61.0,https://open.spotify.com/track/33JcUj9qQDayKswunZP9ar,2015-11-20,50co4Is1HCEo8bhOyUWKpn,True,,,,,,
GIANTS,True Damage,6831797,5C0ivQMxes2lWuOANhvVAm,https://i.scdn.co/image/ab67616d0000b2731fc75f57743e314747fdf5b0,https://p.scdn.co/mp3-preview/decd159e57ef0b98b003da6e5eab0e3a30c1819d?cid=e06033cb82944a2fabf676f565716d87,69.0,https://open.spotify.com/track/5C0ivQMxes2lWuOANhvVAm,2019-11-10,7xX15v6ahAkcT14kHfB9wB,True,,,,,,
Kitsch,IVE,6831410,7foeH2Emgq8A3LWk3q6dat,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8,https://p.scdn.co/mp3-preview/8ab8fa8f285978fed46563d55397f567516bba5e?cid=e06033cb82944a2fabf676f565716d87,74.0,https://open.spotify.com/track/7foeH2Emgq8A3LWk3q6dat,2023-04-10,6RHTUrRF63xao58xh9FXYJ,,,,,,True,
One More Time,Daft Punk,6823990,0DiWol3AO6WpXZgp0goxAV,https://i.scdn.co/image/ab67616d0000b273b33d46dfa2635a47eebf63b2,https://p.scdn.co/mp3-preview/5e7d7e1faefc00e347d0a1c958d4b7f52baa3a44?cid=e06033cb82944a2fabf676f565716d87,78.0,https://open.spotify.com/track/0DiWol3AO6WpXZgp0goxAV,2001-03-12,4tZwfgrHOc3mvqYlEYSvVi,,,True,True,,,
FLIP THE SWITCH,Quavo,6821154,1rlIrbWboTRGeKfHhgbJRZ,https://i.scdn.co/image/ab67616d0000b273a1fc738279f01eb8086fc44d,https://p.scdn.co/mp3-preview/cc2e50303e8d584c23e0d91c8063dd308a44ef2e?cid=e06033cb82944a2fabf676f565716d87,66.0,https://open.spotify.com/track/1rlIrbWboTRGeKfHhgbJRZ,2018-10-12,0VRj0yCOv2FXJNP47XQnx5,True,,,,,,
Selfish,PnB Rock,6818427,2xbI8Vmyv3TkpTdywpPyNw,https://i.scdn.co/image/ab67616d0000b273e9fb616403542596d3ede300,https://p.scdn.co/mp3-preview/b2386d48bd77e8306602e862ae632a643d3c2210?cid=e06033cb82944a2fabf676f565716d87,72.0,https://open.spotify.com/track/2xbI8Vmyv3TkpTdywpPyNw,2017-01-13,21WS9wngs9AqFckK7yYJPM,True,,,,,,
Bloodstream,Ed Sheeran,6812893,5v4sZRuvWDcisoOk1PFv6T,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,https://p.scdn.co/mp3-preview/ef55bc7502630f64512534026e7b80580a14875e?cid=e06033cb82944a2fabf676f565716d87,66.0,https://open.spotify.com/track/5v4sZRuvWDcisoOk1PFv6T,2014-06-21,6eUKZXaKkcviH0Ku9w2n3V,,True,,,,,
Chrome Heart Tags,Lil Uzi Vert,6805765,46mT9NR7N9Zf5MolcrBgE3,https://i.scdn.co/image/ab67616d0000b273d5f1bbe527fa685633339add,https://p.scdn.co/mp3-preview/64c49294e06824c4bafa2bede25b3b5efbd483ca?cid=e06033cb82944a2fabf676f565716d87,54.0,https://open.spotify.com/track/46mT9NR7N9Zf5MolcrBgE3,2020-03-06,4O15NlyKLIASxsJ0PrXPfz,True,,,,,,
That's Hilarious,Charlie Puth,6805417,0wPKDeY4fZXT6k9bzV0kx0,https://i.scdn.co/image/ab67616d0000b273a3b39c1651a617bb09800fd8,https://p.scdn.co/mp3-preview/b3ab9546cd0c754036349b7d8e32de70257898ba?cid=e06033cb82944a2fabf676f565716d87,73.0,https://open.spotify.com/track/0wPKDeY4fZXT6k9bzV0kx0,2022-10-07,6VuMaDnrHyPL1p4EHjYLi7,,True,,,,,
Magic In The Hamptons,Social House,6800602,2Yer0p7uB2lVBUAtANuuQp,https://i.scdn.co/image/ab67616d0000b273013314e9861a2c4a796b2176,https://p.scdn.co/mp3-preview/237a7390aa4b30757eea16d1516dca28b084c5ab?cid=e06033cb82944a2fabf676f565716d87,74.0,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp,2018-06-08,5UjifI1TYefXWn9GdqDOHl,,,,,,,
Electric Body,A$AP Rocky,6778112,6br4Pc0BzU6dTD5fEmks2i,https://i.scdn.co/image/ab67616d0000b27381a6a2cafab2e7a4066b5eec,https://p.scdn.co/mp3-preview/a634392fa3736002ec6cd3607e5480cad6a36204?cid=e06033cb82944a2fabf676f565716d87,60.0,https://open.spotify.com/track/6br4Pc0BzU6dTD5fEmks2i,2015-05-26,13ubrt8QOOCPljQ2FL1Kca,True,,,,,,
Rent Money,Future,6773292,5W9QCBJ6Em0XWX333YrNhc,https://i.scdn.co/image/ab67616d0000b273e0b64c8be3c4e804abcb2696,https://p.scdn.co/mp3-preview/a79979aaa2692702d506086538e467308bbda709?cid=e06033cb82944a2fabf676f565716d87,57.0,https://open.spotify.com/track/5W9QCBJ6Em0XWX333YrNhc,2017-06-30,1RyvyyTE3xzB2ZywiAwp0i,True,,,,,,
Rich MF,Trippie Redd,6767904,1geOe7YkJHbsoRdNU0IvGS,https://i.scdn.co/image/ab67616d0000b2733552d176c46bba8463024495,https://p.scdn.co/mp3-preview/c69edc49035db46e18ac0bb5c66dad322a7db9be?cid=e06033cb82944a2fabf676f565716d87,66.0,https://open.spotify.com/track/1geOe7YkJHbsoRdNU0IvGS,2021-08-20,6Xgp2XMz1fhVYe7i6yNAax,True,,,,,,
Tides,Ed Sheeran,6767232,2JiHR4gCDjXwYVRDmwdk95,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,https://p.scdn.co/mp3-preview/1d12921bcd6f9fc74e18af783969e5e3703221e1?cid=e06033cb82944a2fabf676f565716d87,62.0,https://open.spotify.com/track/2JiHR4gCDjXwYVRDmwdk95,2021-10-29,6eUKZXaKkcviH0Ku9w2n3V,,True,,,,,
Hey Angel,One Direction,6761970,4fLTtg48X0QtKrj0Jv8I3v,https://i.scdn.co/image/ab67616d0000b273241e4fe75732c9c4b49b94c3,https://p.scdn.co/mp3-preview/d81021daca0c6fd16d1c4c1d62b2e9c1ae44f846?cid=e06033cb82944a2fabf676f565716d87,61.0,https://open.spotify.com/track/4fLTtg48X0QtKrj0Jv8I3v,2015-11-13,4AK6F7OLvEQ5QYCBNiQWHq,,True,,,,,
Fifteen (Taylor’s Version),Taylor Swift,6761147,2nqio0SfWg6gh2eCtfuMa5,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,https://p.scdn.co/mp3-preview/a745d47eb05f6bc7f7d7011e596588b253e52464?cid=e06033cb82944a2fabf676f565716d87,72.0,https://open.spotify.com/track/2nqio0SfWg6gh2eCtfuMa5,2021-04-09,06HL4z0CvFAxyc27GXpf02,,True,,,,,
Run Me Dry,Bryson Tiller,6755415,5GG3knKdxKWrNboRijxeKF,https://i.scdn.co/image/ab67616d0000b273202e628665f6ae3789c998c1,https://p.scdn.co/mp3-preview/5d88dde8e2a05a3aec3ad46fcc93a19d78d13ce1?cid=e06033cb82944a2fabf676f565716d87,64.0,https://open.spotify.com/track/5GG3knKdxKWrNboRijxeKF,2017-05-26,2EMAnMvWE2eb56ToJVfCWs,True,,,,,,
"If I'm Lyin, I'm Flyin",Kodak Black,6750395,7HdNB8nvJOBwHa8hIkzvxp,https://i.scdn.co/image/ab67616d0000b273f9508eb3070b95ceeb82788b,https://p.scdn.co/mp3-preview/db5916bbf397552ffb597e4a2eb9a72f12e0da94?cid=e06033cb82944a2fabf676f565716d87,60.0,https://open.spotify.com/track/7HdNB8nvJOBwHa8hIkzvxp,2018-12-14,46SHBwWsqBkxI7EeeBEQG7,True,,,,True,,
Gold - Thomas Jack Radio Edit,Gabriel Rios,6749056,6eWsgrQLZhLqy5VfGB9iFs,https://i.scdn.co/image/ab67616d0000b27399220b35c84093ba85957487,https://p.scdn.co/mp3-preview/34a206b7b87c7a875a2f6e95218b489dadf55e04?cid=e06033cb82944a2fabf676f565716d87,52.0,https://open.spotify.com/track/6eWsgrQLZhLqy5VfGB9iFs,2014-09-12,0pF1TxZmwCJ3gGpkBQwdtT,,True,,,,,
Zero,Imagine Dragons,6723584,2bzitsPcImYC6DZWvvLCQi,https://i.scdn.co/image/ab67616d0000b273da6f73a25f4c79d0e6b4a8bd,https://p.scdn.co/mp3-preview/2a7725e67dce1494a3cf01f99458ad58f854e515?cid=e06033cb82944a2fabf676f565716d87,71.0,https://open.spotify.com/track/2bzitsPcImYC6DZWvvLCQi,2018-11-09,53XhwfbYqKCa1cC15pYq2q,,True,True,,,,
Choker,Twenty One Pilots,6722952,732E6ibFkQR5lNIPEeiEnx,https://i.scdn.co/image/ab67616d0000b27320b467550945fd123e00f0a5,https://p.scdn.co/mp3-preview/dff8d26a85903a6a58d4ed8efd056e41bb4b6beb?cid=e06033cb82944a2fabf676f565716d87,62.0,https://open.spotify.com/track/732E6ibFkQR5lNIPEeiEnx,2021-05-21,3YQKmKGau1PzlVlkL1iodx,,True,True,,,,
Mios mit Bars,Luciano,6709018,7Ek9e3eIuktIFjpDRQfmHE,https://i.scdn.co/image/ab67616d0000b2734646e70dcef6de5cc1516cd9,https://p.scdn.co/mp3-preview/01fc5589959c194dda37d9fc4eca58d19b556b14?cid=e06033cb82944a2fabf676f565716d87,53.0,https://open.spotify.com/track/7Ek9e3eIuktIFjpDRQfmHE,2020-02-13,3CJKkU0XuElRT1z8rEtIYg,True,,,,,,
sHe,ZAYN,6707899,48qaQk75LoWs5qgsZgbkA5,https://i.scdn.co/image/ab67616d0000b273a15e26d05b7ce776b566579d,https://p.scdn.co/mp3-preview/74cfc32584abccfcd924b3f48239a3317ea128c5?cid=e06033cb82944a2fabf676f565716d87,54.0,https://open.spotify.com/track/48qaQk75LoWs5qgsZgbkA5,2016-03-25,5ZsFI1h6hIdQRw2ti0hz81,,True,,,,,
Be Like Me,Lil Pump,6704637,6flur5o18COKeafnjLHRiJ,https://i.scdn.co/image/ab67616d0000b273a89a23025e950aa2aeaa4a22,https://p.scdn.co/mp3-preview/77d37631f07939b56c2d9d6a14c31f9d94bc4f14?cid=e06033cb82944a2fabf676f565716d87,51.0,https://open.spotify.com/track/6flur5o18COKeafnjLHRiJ,2019-02-22,3wyVrVrFCkukjdVIdirGVY,True,True,,,,,
Boot,Apache 207,6702588,0rqY8g1Y1zaA4YwU6vhBQg,https://i.scdn.co/image/ab67616d0000b2733b8a6a6b2551837c2a417cb2,https://p.scdn.co/mp3-preview/b7c3d11d0d185366678e3257426b8834b06c2c98?cid=e06033cb82944a2fabf676f565716d87,57.0,https://open.spotify.com/track/0rqY8g1Y1zaA4YwU6vhBQg,2020-06-05,1qQLhymHXFPtP5U8KNKsm6,True,,,,,,
difference (interlude),XXXTENTACION,6698908,5itzep0nGnq7hxCfFNsTIR,https://i.scdn.co/image/ab67616d0000b273da9e59639a9759d8952890c6,https://p.scdn.co/mp3-preview/8578ebf9a5e9b05a7db9c4ecaf46b419b46d3b77?cid=e06033cb82944a2fabf676f565716d87,65.0,https://open.spotify.com/track/5itzep0nGnq7hxCfFNsTIR,2018-12-07,15UsOTVnJzReFVN1VCnxy4,True,,,,,,
Gilded Lily,Cults,6696970,3Z0qLOS0cqWKPHXkbTXmNF,https://i.scdn.co/image/ab67616d0000b273d0349cd631791ca446be337a,https://p.scdn.co/mp3-preview/9d401cd5f69f6ccc59b883f946dad58a40f21015?cid=e06033cb82944a2fabf676f565716d87,81.0,https://open.spotify.com/track/3Z0qLOS0cqWKPHXkbTXmNF,2022-10-26,3Oim8XBPbznAa8Jj8QzNc8,,True,,,,,
RAW SHIT,DaBaby,6693814,1CCDIow4pPYyJYzhtTUYz2,https://i.scdn.co/image/ab67616d0000b273f2b94b2fda4f08836d6371ba,https://p.scdn.co/mp3-preview/85415d4ae271908af2b7fff13c58f8dfba5e6e26?cid=e06033cb82944a2fabf676f565716d87,55.0,https://open.spotify.com/track/1CCDIow4pPYyJYzhtTUYz2,2019-09-27,4r63FhuTkUYltbVAg5TQnk,True,True,,,,,
Replay,Lady Gaga,6690327,7sKbyYeJnITO1Eh9xd0lKd,https://i.scdn.co/image/ab67616d0000b2736040effba89b9b00a6f6743a,https://p.scdn.co/mp3-preview/945fbca100c33126e2d08c15ab98894cb7038ea8?cid=e06033cb82944a2fabf676f565716d87,62.0,https://open.spotify.com/track/7sKbyYeJnITO1Eh9xd0lKd,2020-05-29,1HY2Jd0NmPuamShAr6KMms,,True,,True,,,
